Node,Network,Next_Hop,Protocol
paris,10.0.1.64/31,FastEthernet2/0,connected
paris,10.0.1.65/32,FastEthernet2/0,local
paris,10.0.1.70/31,FastEthernet0/1,connected
paris,10.0.1.71/32,FastEthernet0/1,local
paris,10.0.1.90/31,FastEthernet2/1,connected
paris,10.0.1.90/32,FastEthernet2/1,local
paris,10.0.1.92/31,FastEthernet1/1,connected
paris,10.0.1.92/32,FastEthernet1/1,local
parma,10.0.0.208/31,FastEthernet0/0,connected
parma,10.0.0.208/32,FastEthernet0/0,local
peerbarcelona_0,10.0.1.86/31,FastEthernet0/0,connected
peerbarcelona_0,10.0.1.87/32,FastEthernet0/0,local
peerbarcelona_0,128.0.0.0/24,Loopback0,connected
peerbarcelona_0,128.0.0.1/32,Loopback0,local
pfaffikon,10.0.0.98/31,FastEthernet0/0,connected
pfaffikon,10.0.0.98/32,FastEthernet0/0,local
pfaffikon,10.0.0.100/31,FastEthernet0/1,connected
pfaffikon,10.0.0.100/32,FastEthernet0/1,local
piacenza,10.0.0.194/31,FastEthernet0/0,connected
piacenza,10.0.0.194/32,FastEthernet0/0,local
poitiers,10.0.1.96/31,FastEthernet0/0,connected
poitiers,10.0.1.97/32,FastEthernet0/0,local
porto,10.0.0.76/31,FastEthernet0/0,connected
porto,10.0.0.76/32,FastEthernet0/0,local
potsdam,10.0.0.10/31,FastEthernet0/0,connected
potsdam,10.0.0.10/32,FastEthernet0/0,local
prague,10.0.0.18/31,FastEthernet0/0,connected
prague,10.0.0.19/32,FastEthernet0/0,local
prague,10.0.0.20/31,FastEthernet0/1,connected
prague,10.0.0.21/32,FastEthernet0/1,local
prague,10.0.0.36/31,FastEthernet1/0,connected
prague,10.0.0.37/32,FastEthernet1/0,local
reading,10.0.1.20/31,FastEthernet0/1,connected
reading,10.0.1.20/32,FastEthernet0/1,local
reading,10.0.1.22/31,FastEthernet0/0,connected
reading,10.0.1.22/32,FastEthernet0/0,local
reggiottemilia,10.0.1.38/31,FastEthernet0/1,connected
reggiottemilia,10.0.1.39/32,FastEthernet0/1,local
reggiottemilia,10.0.1.42/31,FastEthernet0/0,connected
reggiottemilia,10.0.1.42/32,FastEthernet0/0,local
rennes,10.0.1.66/31,FastEthernet0/0,connected
rennes,10.0.1.67/32,FastEthernet0/0,local
rennes,10.0.1.98/31,FastEthernet0/1,connected
rennes,10.0.1.98/32,FastEthernet0/1,local
rimini,10.0.0.206/31,FastEthernet0/0,connected
rimini,10.0.0.206/32,FastEthernet0/0,local
rome,10.0.0.74/31,FastEthernet1/1,connected
rome,10.0.0.75/32,FastEthernet1/1,local
rome,10.0.0.80/31,FastEthernet4/0,connected
rome,10.0.0.81/32,FastEthernet4/0,local
rome,10.0.0.82/31,FastEthernet0/0,connected
rome,10.0.0.83/32,FastEthernet0/0,local
rome,10.0.0.84/31,FastEthernet3/1,connected
rome,10.0.0.85/32,FastEthernet3/1,local
rome,10.0.0.86/31,FastEthernet1/0,connected
rome,10.0.0.87/32,FastEthernet1/0,local
rome,10.0.0.178/31,FastEthernet0/1,connected
rome,10.0.0.179/32,FastEthernet0/1,local
rome,10.0.0.202/31,FastEthernet2/0,connected
rome,10.0.0.203/32,FastEthernet2/0,local
rome,10.0.0.248/31,FastEthernet3/0,connected
rome,10.0.0.248/32,FastEthernet3/0,local
rome,10.0.0.250/31,FastEthernet2/1,connected
rome,10.0.0.250/32,FastEthernet2/1,local
rostock,10.0.0.6/31,FastEthernet0/0,connected
rostock,10.0.0.6/32,FastEthernet0/0,local
rostock,10.0.0.8/31,FastEthernet0/1,connected
rostock,10.0.0.8/32,FastEthernet0/1,local
rotterdam,10.0.0.52/31,FastEthernet0/1,connected
rotterdam,10.0.0.53/32,FastEthernet0/1,local
rotterdam,10.0.0.70/31,FastEthernet0/0,connected
rotterdam,10.0.0.70/32,FastEthernet0/0,local
rouen,10.0.1.92/31,FastEthernet0/0,connected
rouen,10.0.1.93/32,FastEthernet0/0,local
rouen,10.0.1.98/31,FastEthernet0/1,connected
rouen,10.0.1.99/32,FastEthernet0/1,local
salzburg,10.0.0.4/31,FastEthernet0/1,connected
salzburg,10.0.0.5/32,FastEthernet0/1,local
salzburg,10.0.1.32/31,FastEthernet0/0,connected
salzburg,10.0.1.32/32,FastEthernet0/0,local
sassari,10.0.0.80/31,FastEthernet0/0,connected
sassari,10.0.0.80/32,FastEthernet0/0,local
schaffhausen,10.0.0.104/31,FastEthernet0/0,connected
schaffhausen,10.0.0.105/32,FastEthernet0/0,local
schaffhausen,10.0.0.116/31,FastEthernet0/1,connected
schaffhausen,10.0.0.116/32,FastEthernet0/1,local
sintra,10.0.0.72/31,FastEthernet0/0,connected
sintra,10.0.0.72/32,FastEthernet0/0,local
stockholm,10.0.0.140/31,FastEthernet0/0,connected
stockholm,10.0.0.141/32,FastEthernet0/0,local
stockholm,10.0.0.168/31,FastEthernet0/1,connected
stockholm,10.0.0.168/32,FastEthernet0/1,local
stockholm,10.0.0.170/31,FastEthernet1/0,connected
stockholm,10.0.0.170/32,FastEthernet1/0,local
strasbourg,10.0.0.92/31,FastEthernet0/1,connected
strasbourg,10.0.0.93/32,FastEthernet0/1,local
strasbourg,10.0.1.62/31,FastEthernet0/0,connected
strasbourg,10.0.1.63/32,FastEthernet0/0,local
strasbourg,10.0.1.64/31,FastEthernet1/0,connected
strasbourg,10.0.1.64/32,FastEthernet1/0,local
stttgallen,10.0.0.98/31,FastEthernet0/0,connected
stttgallen,10.0.0.99/32,FastEthernet0/0,local
stttgallen,10.0.0.102/31,FastEthernet1/0,connected
stttgallen,10.0.0.102/32,FastEthernet1/0,local
stttgallen,10.0.0.104/31,FastEthernet0/1,connected
stttgallen,10.0.0.104/32,FastEthernet0/1,local
stttpollen,10.0.0.0/31,FastEthernet0/0,connected
stttpollen,10.0.0.1/32,FastEthernet0/0,local
stuttgart,10.0.0.44/31,FastEthernet1/1,connected
stuttgart,10.0.0.45/32,FastEthernet1/1,local
stuttgart,10.0.0.94/31,FastEthernet1/0,connected
stuttgart,10.0.0.95/32,FastEthernet1/0,local
stuttgart,10.0.0.96/31,FastEthernet0/0,connected
stuttgart,10.0.0.97/32,FastEthernet0/0,local
stuttgart,10.0.0.106/31,FastEthernet0/1,connected
stuttgart,10.0.0.107/32,FastEthernet0/1,local
thetthague,10.0.0.50/31,FastEthernet0/0,connected
thetthague,10.0.0.50/32,FastEthernet0/0,local
thetthague,10.0.0.52/31,FastEthernet1/0,connected
thetthague,10.0.0.52/32,FastEthernet1/0,local
thetthague,10.0.0.54/31,FastEthernet0/1,connected
thetthague,10.0.0.54/32,FastEthernet0/1,local
toulouse,10.0.0.240/31,FastEthernet0/1,connected
toulouse,10.0.0.241/32,FastEthernet0/1,local
toulouse,10.0.1.8/31,FastEthernet0/0,connected
toulouse,10.0.1.9/32,FastEthernet0/0,local
toulouse,128.0.0.0/24,ip,bgp
tours,10.0.1.90/31,FastEthernet0/0,connected
tours,10.0.1.91/32,FastEthernet0/0,local
tours,10.0.1.96/31,FastEthernet0/1,connected
tours,10.0.1.96/32,FastEthernet0/1,local
trento,10.0.1.36/31,FastEthernet0/0,connected
trento,10.0.1.36/32,FastEthernet0/0,local
treviso,10.0.1.26/31,FastEthernet0/0,connected
treviso,10.0.1.26/32,FastEthernet0/0,local
trieste,10.0.1.54/31,FastEthernet0/0,connected
trieste,10.0.1.54/32,FastEthernet0/0,local
turin,10.0.0.254/31,FastEthernet0/1,connected
turin,10.0.0.255/32,FastEthernet0/1,local
turin,10.0.1.18/31,FastEthernet0/0,connected
turin,10.0.1.19/32,FastEthernet0/0,local
turin,10.0.1.88/31,FastEthernet1/0,connected
turin,10.0.1.88/32,FastEthernet1/0,local
utrecht,10.0.0.138/31,FastEthernet0/0,connected
utrecht,10.0.0.139/32,FastEthernet0/0,local
utrecht,10.0.1.74/31,FastEthernet0/1,connected
utrecht,10.0.1.74/32,FastEthernet0/1,local
valencia,10.0.0.244/31,FastEthernet0/0,connected
valencia,10.0.0.244/32,FastEthernet0/0,local
valencia,10.0.0.246/31,FastEthernet0/1,connected
valencia,10.0.0.246/32,FastEthernet0/1,local
valencia,128.0.0.0/24,ip,bgp
varese,10.0.0.210/31,FastEthernet0/0,connected
varese,10.0.0.210/32,FastEthernet0/0,local
venezia,10.0.1.24/31,FastEthernet0/0,connected
venezia,10.0.1.24/32,FastEthernet0/0,local
verona,10.0.1.44/31,FastEthernet0/1,connected
verona,10.0.1.45/32,FastEthernet0/1,local
verona,10.0.1.52/31,FastEthernet0/0,connected
verona,10.0.1.52/32,FastEthernet0/0,local
vicenza,10.0.1.56/31,FastEthernet0/0,connected
vicenza,10.0.1.56/32,FastEthernet0/0,local
vienna,10.0.0.2/31,FastEthernet1/1,connected
vienna,10.0.0.3/32,FastEthernet1/1,local
vienna,10.0.0.30/31,FastEthernet1/0,connected
vienna,10.0.0.30/32,FastEthernet1/0,local
vienna,10.0.0.32/31,FastEthernet0/0,connected
vienna,10.0.0.32/32,FastEthernet0/0,local
vienna,10.0.0.34/31,FastEthernet0/1,connected
vienna,10.0.0.34/32,FastEthernet0/1,local
vienna,10.0.0.36/31,FastEthernet2/1,connected
vienna,10.0.0.36/32,FastEthernet2/1,local
vienna,10.0.0.38/31,FastEthernet2/0,connected
vienna,10.0.0.38/32,FastEthernet2/0,local
warsaw,10.0.0.22/31,FastEthernet0/1,connected
warsaw,10.0.0.23/32,FastEthernet0/1,local
warsaw,10.0.0.24/31,FastEthernet0/0,connected
warsaw,10.0.0.24/32,FastEthernet0/0,local
winterthur,10.0.0.100/31,FastEthernet0/0,connected
winterthur,10.0.0.101/32,FastEthernet0/0,local
winterthur,10.0.0.108/31,FastEthernet0/1,connected
winterthur,10.0.0.108/32,FastEthernet0/1,local
wuppertal,10.0.0.66/31,FastEthernet0/1,connected
wuppertal,10.0.0.67/32,FastEthernet0/1,local
wuppertal,10.0.1.82/31,FastEthernet0/0,connected
wuppertal,10.0.1.82/32,FastEthernet0/0,local
zug,10.0.0.186/31,FastEthernet0/0,connected
zug,10.0.0.187/32,FastEthernet0/0,local
zug,10.0.0.220/31,FastEthernet0/1,connected
zug,10.0.0.221/32,FastEthernet0/1,local
zurich,10.0.0.102/31,FastEthernet1/0,connected
zurich,10.0.0.103/32,FastEthernet1/0,local
zurich,10.0.0.108/31,FastEthernet1/1,connected
zurich,10.0.0.109/32,FastEthernet1/1,local
zurich,10.0.0.116/31,FastEthernet0/1,connected
zurich,10.0.0.117/32,FastEthernet0/1,local
zurich,10.0.0.218/31,FastEthernet0/0,connected
zurich,10.0.0.218/32,FastEthernet0/0,local
zurich,10.0.0.220/31,FastEthernet2/0,connected
zurich,10.0.0.220/32,FastEthernet2/0,local
