Node,Network,Next_Hop,Protocol
myrtlettbeach,10.0.1.41/32,FastEthernet0/1,local
myrtlettbeach,10.0.1.42/31,FastEthernet0/0,connected
myrtlettbeach,10.0.1.43/32,FastEthernet0/0,local
nahunta,10.0.0.6/31,FastEthernet0/0,connected
nahunta,10.0.0.7/32,FastEthernet0/0,local
nahunta,10.0.0.10/31,FastEthernet1/0,connected
nahunta,10.0.0.10/32,FastEthernet1/0,local
nahunta,10.0.0.12/31,FastEthernet0/1,connected
nahunta,10.0.0.12/32,FastEthernet0/1,local
newttbern,10.0.0.50/31,FastEthernet0/1,connected
newttbern,10.0.0.50/32,FastEthernet0/1,local
newttbern,10.0.0.52/31,FastEthernet0/0,connected
newttbern,10.0.0.52/32,FastEthernet0/0,local
nodeid78,10.0.0.184/31,FastEthernet0/0,connected
nodeid78,10.0.0.185/32,FastEthernet0/0,local
nodeid78,10.0.0.232/31,FastEthernet1/0,connected
nodeid78,10.0.0.232/32,FastEthernet1/0,local
nodeid78,10.0.0.234/31,FastEthernet0/1,connected
nodeid78,10.0.0.234/32,FastEthernet0/1,local
nodeid79,10.0.0.186/31,FastEthernet0/0,connected
nodeid79,10.0.0.187/32,FastEthernet0/0,local
nodeid79,10.0.0.190/31,FastEthernet0/1,connected
nodeid79,10.0.0.191/32,FastEthernet0/1,local
nodeid79,10.0.0.236/31,FastEthernet1/0,connected
nodeid79,10.0.0.236/32,FastEthernet1/0,local
nodeid82,10.0.0.244/31,FastEthernet0/0,connected
nodeid82,10.0.0.244/32,FastEthernet0/0,local
nodeid82,10.0.0.246/31,FastEthernet0/1,connected
nodeid82,10.0.0.246/32,FastEthernet0/1,local
nodeid82,10.0.0.248/31,FastEthernet1/0,connected
nodeid82,10.0.0.248/32,FastEthernet1/0,local
nodeid84,10.0.0.88/31,FastEthernet0/0,connected
nodeid84,10.0.0.89/32,FastEthernet0/0,local
nodeid84,10.0.0.94/31,FastEthernet1/0,connected
nodeid84,10.0.0.95/32,FastEthernet1/0,local
nodeid84,10.0.0.106/31,FastEthernet0/1,connected
nodeid84,10.0.0.107/32,FastEthernet0/1,local
nodeid85,10.0.0.0/31,FastEthernet0/1,connected
nodeid85,10.0.0.1/32,FastEthernet0/1,local
nodeid85,10.0.0.2/31,FastEthernet1/0,connected
nodeid85,10.0.0.3/32,FastEthernet1/0,local
nodeid85,10.0.0.26/31,FastEthernet0/0,connected
nodeid85,10.0.0.27/32,FastEthernet0/0,local
nodeid86,10.0.0.34/31,FastEthernet0/0,connected
nodeid86,10.0.0.35/32,FastEthernet0/0,local
nodeid86,10.0.0.240/31,FastEthernet0/1,connected
nodeid86,10.0.0.241/32,FastEthernet0/1,local
nodeid86,10.0.0.250/31,FastEthernet1/0,connected
nodeid86,10.0.0.250/32,FastEthernet1/0,local
ocala,10.0.1.102/31,FastEthernet0/1,connected
ocala,10.0.1.102/32,FastEthernet0/1,local
ocala,10.0.1.104/31,FastEthernet0/0,connected
ocala,10.0.1.104/32,FastEthernet0/0,local
ocala,128.0.0.0/24,ip,bgp
ocala,128.0.1.0/24,ip,bgp
omega,10.0.0.122/31,FastEthernet0/0,connected
omega,10.0.0.123/32,FastEthernet0/0,local
omega,10.0.0.130/31,FastEthernet0/1,connected
omega,10.0.0.131/32,FastEthernet0/1,local
omega,10.0.0.134/31,FastEthernet1/1,connected
omega,10.0.0.134/32,FastEthernet1/1,local
omega,10.0.0.136/31,FastEthernet1/0,connected
omega,10.0.0.136/32,FastEthernet1/0,local
omega,128.0.1.0/24,ip,bgp
orangeburg,10.0.0.0/31,FastEthernet0/0,connected
orangeburg,10.0.0.0/32,FastEthernet0/0,local
panamattcity,10.0.0.176/31,FastEthernet0/1,connected
panamattcity,10.0.0.177/32,FastEthernet0/1,local
panamattcity,10.0.0.178/31,FastEthernet1/0,connected
panamattcity,10.0.0.179/32,FastEthernet1/0,local
panamattcity,10.0.1.122/31,FastEthernet0/0,connected
panamattcity,10.0.1.122/32,FastEthernet0/0,local
panamattcity,128.0.0.0/24,ip,bgp
peerdothan_0,10.0.0.182/31,FastEthernet0/0,connected
peerdothan_0,10.0.0.183/32,FastEthernet0/0,local
peerdothan_0,128.0.0.0/24,Loopback0,connected
peerdothan_0,128.0.0.1/32,Loopback0,local
peervadosta_1,10.0.0.132/31,FastEthernet0/0,connected
peervadosta_1,10.0.0.133/32,FastEthernet0/0,local
peervadosta_1,128.0.1.0/24,Loopback0,connected
peervadosta_1,128.0.1.1/32,Loopback0,local
pembroke,10.0.1.96/31,FastEthernet0/0,connected
pembroke,10.0.1.97/32,FastEthernet0/0,local
pembroke,10.0.1.98/31,FastEthernet0/1,connected
pembroke,10.0.1.98/32,FastEthernet0/1,local
pensacola,10.0.0.174/31,FastEthernet0/0,connected
pensacola,10.0.0.175/32,FastEthernet0/0,local
pensacola,10.0.1.120/31,FastEthernet0/1,connected
pensacola,10.0.1.120/32,FastEthernet0/1,local
radford,10.0.0.156/31,FastEthernet0/1,connected
radford,10.0.0.157/32,FastEthernet0/1,local
radford,10.0.0.172/31,FastEthernet0/0,connected
radford,10.0.0.172/32,FastEthernet0/0,local
raleigh,10.0.0.36/31,FastEthernet0/1,connected
raleigh,10.0.0.36/32,FastEthernet0/1,local
raleigh,10.0.0.38/31,FastEthernet1/0,connected
raleigh,10.0.0.38/32,FastEthernet1/0,local
raleigh,10.0.0.40/31,FastEthernet0/0,connected
raleigh,10.0.0.40/32,FastEthernet0/0,local
rentz,10.0.1.92/31,FastEthernet0/0,connected
rentz,10.0.1.93/32,FastEthernet0/0,local
rentz,10.0.1.100/31,FastEthernet0/1,connected
rentz,10.0.1.101/32,FastEthernet0/1,local
ringgold,10.0.0.212/31,FastEthernet0/1,connected
ringgold,10.0.0.213/32,FastEthernet0/1,local
ringgold,10.0.0.218/31,FastEthernet0/0,connected
ringgold,10.0.0.218/32,FastEthernet0/0,local
roanoke,10.0.0.144/31,FastEthernet1/1,connected
roanoke,10.0.0.144/32,FastEthernet1/1,local
roanoke,10.0.0.146/31,FastEthernet0/0,connected
roanoke,10.0.0.146/32,FastEthernet0/0,local
roanoke,10.0.0.148/31,FastEthernet0/1,connected
roanoke,10.0.0.148/32,FastEthernet0/1,local
roanoke,10.0.0.150/31,FastEthernet1/0,connected
roanoke,10.0.0.150/32,FastEthernet1/0,local
rocktthill,10.0.1.30/31,FastEthernet1/0,connected
rocktthill,10.0.1.31/32,FastEthernet1/0,local
rocktthill,10.0.1.60/31,FastEthernet0/0,connected
rocktthill,10.0.1.61/32,FastEthernet0/0,local
rocktthill,10.0.1.62/31,FastEthernet0/1,connected
rocktthill,10.0.1.62/32,FastEthernet0/1,local
rockyttmount,10.0.0.38/31,FastEthernet1/0,connected
rockyttmount,10.0.0.39/32,FastEthernet1/0,local
rockyttmount,10.0.0.42/31,FastEthernet0/1,connected
rockyttmount,10.0.0.42/32,FastEthernet0/1,local
rockyttmount,10.0.0.44/31,FastEthernet0/0,connected
rockyttmount,10.0.0.44/32,FastEthernet0/0,local
rockyttmountid125,10.0.0.150/31,FastEthernet0/1,connected
rockyttmountid125,10.0.0.151/32,FastEthernet0/1,local
rockyttmountid125,10.0.1.74/31,FastEthernet0/0,connected
rockyttmountid125,10.0.1.74/32,FastEthernet0/0,local
salisbury,10.0.0.96/31,FastEthernet0/1,connected
salisbury,10.0.0.96/32,FastEthernet0/1,local
salisbury,10.0.0.98/31,FastEthernet0/0,connected
salisbury,10.0.0.98/32,FastEthernet0/0,local
savannah,10.0.0.250/31,FastEthernet1/0,connected
savannah,10.0.0.251/32,FastEthernet1/0,local
savannah,10.0.1.38/31,FastEthernet1/1,connected
savannah,10.0.1.39/32,FastEthernet1/1,local
savannah,10.0.1.84/31,FastEthernet0/1,connected
savannah,10.0.1.85/32,FastEthernet0/1,local
savannah,10.0.1.86/31,FastEthernet0/0,connected
savannah,10.0.1.86/32,FastEthernet0/0,local
sparta,10.0.0.112/31,FastEthernet0/0,connected
sparta,10.0.0.113/32,FastEthernet0/0,local
sparta,10.0.0.114/31,FastEthernet0/1,connected
sparta,10.0.0.115/32,FastEthernet0/1,local
sparta,10.0.0.158/31,FastEthernet1/0,connected
sparta,10.0.0.159/32,FastEthernet1/0,local
spartanburg,10.0.1.10/31,FastEthernet0/1,connected
spartanburg,10.0.1.11/32,FastEthernet0/1,local
spartanburg,10.0.1.56/31,FastEthernet1/0,connected
spartanburg,10.0.1.57/32,FastEthernet1/0,local
spartanburg,10.0.1.58/31,FastEthernet0/0,connected
spartanburg,10.0.1.59/32,FastEthernet0/0,local
staunton,10.0.0.168/31,FastEthernet0/1,connected
staunton,10.0.0.169/32,FastEthernet0/1,local
staunton,10.0.1.76/31,FastEthernet0/0,connected
staunton,10.0.1.77/32,FastEthernet0/0,local
staunton,10.0.1.80/31,FastEthernet1/0,connected
staunton,10.0.1.80/32,FastEthernet1/0,local
stephensttcity,10.0.0.236/31,FastEthernet0/1,connected
stephensttcity,10.0.0.237/32,FastEthernet0/1,local
stephensttcity,10.0.1.26/31,FastEthernet0/0,connected
stephensttcity,10.0.1.26/32,FastEthernet0/0,local
sumter,10.0.0.24/31,FastEthernet0/0,connected
sumter,10.0.0.25/32,FastEthernet0/0,local
sumter,10.0.0.248/31,FastEthernet1/0,connected
sumter,10.0.0.249/32,FastEthernet1/0,local
sumter,10.0.1.46/31,FastEthernet0/1,connected
sumter,10.0.1.47/32,FastEthernet0/1,local
sylva,10.0.1.2/31,FastEthernet0/1,connected
sylva,10.0.1.3/32,FastEthernet0/1,local
sylva,10.0.1.54/31,FastEthernet0/0,connected
sylva,10.0.1.55/32,FastEthernet0/0,local
tallahassee,10.0.0.18/31,FastEthernet1/0,connected
tallahassee,10.0.0.19/32,FastEthernet1/0,local
tallahassee,10.0.0.140/31,FastEthernet0/0,connected
tallahassee,10.0.0.141/32,FastEthernet0/0,local
tallahassee,10.0.1.102/31,FastEthernet1/1,connected
tallahassee,10.0.1.103/32,FastEthernet1/1,local
tallahassee,10.0.1.124/31,FastEthernet0/1,connected
tallahassee,10.0.1.125/32,FastEthernet0/1,local
tallahassee,128.0.0.0/24,ip,bgp
tallahassee,128.0.1.0/24,ip,bgp
tarttheel,10.0.0.60/31,FastEthernet0/0,connected
tarttheel,10.0.0.61/32,FastEthernet0/0,local
tarttheel,10.0.0.200/31,FastEthernet0/1,connected
tarttheel,10.0.0.200/32,FastEthernet0/1,local
tifton,10.0.0.120/31,FastEthernet0/0,connected
tifton,10.0.0.120/32,FastEthernet0/0,local
tifton,10.0.0.122/31,FastEthernet0/1,connected
tifton,10.0.0.122/32,FastEthernet0/1,local
toccoa,10.0.1.4/31,FastEthernet0/1,connected
toccoa,10.0.1.5/32,FastEthernet0/1,local
toccoa,10.0.1.24/31,FastEthernet0/0,connected
toccoa,10.0.1.25/32,FastEthernet0/0,local
troutville,10.0.0.144/31,FastEthernet1/0,connected
troutville,10.0.0.145/32,FastEthernet1/0,local
troutville,10.0.0.164/31,FastEthernet0/0,connected
troutville,10.0.0.165/32,FastEthernet0/0,local
troutville,10.0.0.168/31,FastEthernet1/1,connected
troutville,10.0.0.168/32,FastEthernet1/1,local
troutville,10.0.0.170/31,FastEthernet0/1,connected
troutville,10.0.0.170/32,FastEthernet0/1,local
vadosta,10.0.0.128/31,FastEthernet0/0,connected
vadosta,10.0.0.129/32,FastEthernet0/0,local
vadosta,10.0.0.130/31,FastEthernet0/1,connected
vadosta,10.0.0.130/32,FastEthernet0/1,local
vadosta,10.0.0.132/31,FastEthernet1/0,connected
vadosta,10.0.0.132/32,FastEthernet1/0,local
vadosta,128.0.1.0/24,ip,bgp
walterboro,10.0.0.2/31,FastEthernet0/0,connected
walterboro,10.0.0.2/32,FastEthernet0/0,local
walterboro,10.0.0.4/31,FastEthernet0/1,connected
walterboro,10.0.0.4/32,FastEthernet0/1,local
warrenton,10.0.0.188/31,FastEthernet0/1,connected
warrenton,10.0.0.189/32,FastEthernet0/1,local
warrenton,10.0.0.192/31,FastEthernet0/0,connected
warrenton,10.0.0.192/32,FastEthernet0/0,local
warwick,10.0.0.136/31,FastEthernet0/1,connected
warwick,10.0.0.137/32,FastEthernet0/1,local
warwick,10.0.1.90/31,FastEthernet0/0,connected
warwick,10.0.1.91/32,FastEthernet0/0,local
warwick,128.0.1.0/24,ip,bgp
waycross,10.0.0.10/31,FastEthernet0/1,connected
waycross,10.0.0.11/32,FastEthernet0/1,local
waycross,10.0.0.14/31,FastEthernet0/0,connected
waycross,10.0.0.14/32,FastEthernet0/0,local
waynesboro,10.0.1.66/31,FastEthernet0/0,connected
waynesboro,10.0.1.67/32,FastEthernet0/0,local
waynesboro,10.0.1.70/31,FastEthernet1/0,connected
waynesboro,10.0.1.71/32,FastEthernet1/0,local
waynesboro,10.0.1.78/31,FastEthernet0/1,connected
waynesboro,10.0.1.79/32,FastEthernet0/1,local
waynesboro,10.0.1.80/31,FastEthernet1/1,connected
waynesboro,10.0.1.81/32,FastEthernet1/1,local
willacoochee,10.0.0.134/31,FastEthernet0/1,connected
willacoochee,10.0.0.135/32,FastEthernet0/1,local
willacoochee,10.0.0.138/31,FastEthernet0/0,connected
willacoochee,10.0.0.138/32,FastEthernet0/0,local
wilmington,10.0.0.58/31,FastEthernet0/0,connected
wilmington,10.0.0.59/32,FastEthernet0/0,local
wilmington,10.0.0.62/31,FastEthernet0/1,connected
wilmington,10.0.0.62/32,FastEthernet0/1,local
winchester,10.0.0.232/31,FastEthernet0/1,connected
winchester,10.0.0.233/32,FastEthernet0/1,local
winchester,10.0.1.20/31,FastEthernet0/0,connected
winchester,10.0.1.21/32,FastEthernet0/0,local
winterttpark,10.0.0.124/31,FastEthernet0/0,connected
winterttpark,10.0.0.124/32,FastEthernet0/0,local
winterttpark,10.0.0.126/31,FastEthernet0/1,connected
winterttpark,10.0.0.126/32,FastEthernet0/1,local
wytheville,10.0.0.154/31,FastEthernet0/1,connected
wytheville,10.0.0.155/32,FastEthernet0/1,local
wytheville,10.0.0.156/31,FastEthernet1/0,connected
wytheville,10.0.0.156/32,FastEthernet1/0,local
wytheville,10.0.0.158/31,FastEthernet1/1,connected
wytheville,10.0.0.158/32,FastEthernet1/1,local
wytheville,10.0.0.160/31,FastEthernet0/0,connected
wytheville,10.0.0.160/32,FastEthernet0/0,local
yemassee,10.0.0.4/31,FastEthernet1/1,connected
yemassee,10.0.0.5/32,FastEthernet1/1,local
yemassee,10.0.0.242/31,FastEthernet0/0,connected
yemassee,10.0.0.243/32,FastEthernet0/0,local
yemassee,10.0.1.36/31,FastEthernet0/1,connected
yemassee,10.0.1.37/32,FastEthernet0/1,local
yemassee,10.0.1.38/31,FastEthernet1/0,connected
yemassee,10.0.1.38/32,FastEthernet1/0,local
youngttharris,10.0.1.0/31,FastEthernet1/0,connected
youngttharris,10.0.1.1/32,FastEthernet1/0,local
youngttharris,10.0.1.14/31,FastEthernet0/0,connected
youngttharris,10.0.1.15/32,FastEthernet0/0,local
youngttharris,10.0.1.16/31,FastEthernet0/1,connected
youngttharris,10.0.1.16/32,FastEthernet0/1,local
